speciesKey,species,occurrenceCount,vernacularNameEn,vernacularNameEs,imageSrc,imageUrl,imageBy,speciesGroup,iucnRedListCategory,vernacularNameEl,source_El
9400747,Pateobatis jenkinsii,998,Jenkins' Whipray,,,,,Sharks & Rays,,No Greek name,No Greek name
2393382,Eleutheronema tetradactylum,993,Fourfinger Threadfin,,,,,Bony fish,,No Greek name,No Greek name
2481741,Calidris ferruginea,962,Curlew Sandpiper,,,,,Birds,,Δρεπανοσκαλίδρα,Wikidata
9716608,Hydrophis hardwickii,845,Hardwicke’s Spine-bellied Sea Snake,,,,,Reptiles,,No Greek name,No Greek name
5216276,Pristis pristis,838,Common Sawfish,,,,,Sharks & Rays,,Πρίστης μικρόδοντος,FishBase
2391331,Gnathanodon speciosus,820,Golden Trevally,,,,,Bony fish,,Χρυσό τρεβάλι,translated from English
2374255,Scomberomorus commerson,809,Narrow-banded Spanish Mackerel,,,,,Bony fish,,Ταινιοπαλαμίδα,FishBase
2389100,Variola louti,795,,,,,,,,No Greek name,No Greek name
2417522,Rhincodon typus,784,,,,,,,,Φαλαινοκαρχαρίας,Wikidata
2374866,Lethrinus atkinsoni,757,,,,,,,,No Greek name,No Greek name
9298603,Maculabatis astra,633,,,,,,,,No Greek name,No Greek name
2417964,Carcharhinus galapagensis,580,,,,,,,,Καρχαρίας των Γκαλαπάγκος,Wikidata
2434584,Cerdocyon thous,559,Crab-eating Fox,,,,,Terrestrial mammals,,Καβουροφάγα αλεπού,Wikidata
2225562,Scylla serrata,544,,,,,,,,No Greek name,No Greek name
2391092,Lichia amia,496,Leerfish,,https://inaturalist-open-data.s3.amazonaws.com/photos/190268220/medium.jpg,https://www.inaturalist.org/observations/112637919,Roberto Pillon,Bony fish,LC,Λίτζα,Wikidata
5711980,Oncorhynchus clarkii,493,Coastal Cutthroat Trout,,https://inaturalist-open-data.s3.amazonaws.com/photos/5295841/medium.jpeg,https://www.inaturalist.org/observations/4408188,Justin Garwood,Bony fish,LC,Αμερικανική πρασινόρραχη πέστροφα,https://el.wikipedia.org/wiki/%CE%86%CF%81%CE%BA%CE%B1%CE%BD%CF%83%CE%BF_(%CF%80%CE%BF%CF%84%CE%B1%CE%BC%CF%8C%CF%82)
5211134,Chlorurus sordidus,492,,,,,,,,No Greek name,No Greek name
4284020,Salvelinus malma,460,Dolly Varden,,https://inaturalist-open-data.s3.amazonaws.com/photos/106187399/medium.jpg,https://www.inaturalist.org/observations/65925069,Ashley M Bradford,Bony fish,LC,Σαλβελίνος του Ειρηνικού,https://eurotermbank.com/search/salvelinus%20malma%20malma/la?providers=
5201387,Platycephalus bassensis,448,,,,,,,,No Greek name,No Greek name
2418184,Carcharhinus sorrah,435,,,,,,,,No Greek name,No Greek name
2481458,Pterodroma cervicalis,430,White-necked Petrel,,,,,Birds,,No Greek name,No Greek name
2418939,Rhynchobatus laevis,430,,,,,,,,No Greek name,No Greek name
2381939,Coryphaena hippurus,393,,,,,,,,Κυνηγός,Wikidata
9245001,Hypanus sabinus,388,Atlantic Stingray,,https://inaturalist-open-data.s3.amazonaws.com/photos/111421489/medium.jpg,https://www.inaturalist.org/observations/68761309,Dylan Jacques-Fero,Sharks & Rays,LC,No Greek name,No Greek name
2440735,Balaenoptera musculus,386,Blue Whale,,,,,Marine mammals,,γαλάζια φάλαινα,Wikidata
5960332,Hydrophis elegans,358,,,,,,,,No Greek name,No Greek name
5215568,Loxodon macrorhinus,322,,,,,,,,No Greek name,No Greek name
5789284,Onychoprion fuscatus,310,Sooty Tern,,,,,Birds,,Δρεπανίδα,https://el.wikipedia.org/wiki/%CE%9C%CE%B5%CE%B3%CE%AC%CE%BB%CE%B7_%CF%86%CF%81%CE%B5%CE%B3%CE%AC%CF%84%CE%B1
2418633,Cephaloscyllium laticeps,299,,,,,,,,No Greek name,No Greek name
2418312,Mustelus canis,284,Dusky Smooth-Hound,,https://inaturalist-open-data.s3.amazonaws.com/photos/77336365/medium.jpg,https://www.inaturalist.org/observations/48730813,Phil Colarusso,Sharks & Rays,NT,No Greek name,No Greek name
2440605,Globicephala macrorhynchus,277,Short-finned Pilot Whale,,https://inaturalist-open-data.s3.amazonaws.com/photos/159806977/medium.jpeg,https://www.inaturalist.org/observations/96210120,dnoby,Marine mammals,LC,Τροπικό μαυροδέλφινο,SeaLifeBase
5201392,Platycephalus richardsoni,276,,,,,,,,No Greek name,No Greek name
2419580,Urogymnus asperrimus,246,,,,,,,,No Greek name,No Greek name
2417983,Carcharhinus brevipinna,224,Spinner Shark,,https://inaturalist-open-data.s3.amazonaws.com/photos/141413830/medium.jpg,https://www.inaturalist.org/observations/85898648,Niall Perrins,Sharks & Rays,VU,Καρχαρίνος κοντόφτερος,FishBase
2385226,Aprion virescens,220,,,,,,,,Πράσινη συναγρίδα Ινδο-Ειρηνικού,https://fish-commercial-names.ec.europa.eu/fish-names/species/aprion-virescens_en
2417418,Callorhinchus milii,204,,,,,,,,No Greek name,No Greek name
2384899,Lutjanus sebae,167,,,,,,,,Αυτοκρατορικός κόκκινος λουτιάνος,translated from English
2392142,Nemadactylus douglasii,165,,,,,,,,Νημαδάκτυλος,https://commons.wikimedia.org/wiki/Category:Nemadactylus?uselang=war
2419415,Trygonoptera testacea,158,,,,,,,,No Greek name,No Greek name
2388137,Epinephelus tauvina,154,,,,,,,,No Greek name,No Greek name
5215493,Brachaelurus waddi,145,,,,,,,,No Greek name,No Greek name
8006460,Anarhichas lupus,120,Atlantic Wolffish,,https://inaturalist-open-data.s3.amazonaws.com/photos/107915036/medium.jpg,https://www.inaturalist.org/observations/66879325,Alex Shure,Bony fish,,Λυκόψαρο,https://upload.wikimedia.org/wikipedia/commons/4/42/OJ_L_145_of_2019_-_EL_Greek.pdf
2440709,Balaenoptera borealis,112,,,,,,,,Βορειοφάλαινα,WoRMS
2417557,Orectolobus halei,112,,,,,,,,No Greek name,No Greek name
5209124,Naso unicornis,108,,,,,,,,No Greek name,No Greek name
2392273,Acanthopagrus butcheri,106,,,,,,,,Μαύρη τσιπούρα Αυστραλίας,translated from English
2420446,Amblyraja radiata,104,Thorny Skate,,https://inaturalist-open-data.s3.amazonaws.com/photos/25578838/medium.jpg,https://www.inaturalist.org/observations/16927157,Tatiana Antokhina,Sharks & Rays,VU,Ακτινόβατος,https://upload.wikimedia.org/wikipedia/commons/4/42/OJ_L_145_of_2019_-_EL_Greek.pdf
7466803,Carcharhinus coatesi,100,,,,,,,,No Greek name,No Greek name
2408813,Pseudorhombus arsius,94,,,,,,,,No Greek name,No Greek name
5208090,Pomatomus saltatrix,92,Bluefish,,https://inaturalist-open-data.s3.amazonaws.com/photos/14722080/medium.jpg,https://www.inaturalist.org/observations/10566359,Peter,Bony fish,VU,Γοφάρι,Wikidata
2351244,Salvelinus confluentus,89,Bull Trout,,https://inaturalist-open-data.s3.amazonaws.com/photos/231323307/medium.jpeg,https://www.inaturalist.org/observations/135611166,Jon David Nelson,Bony fish,VU,No Greek name,No Greek name
2418825,Eusphyra blochii,85,,,,,,,,Ζύγαινα,https://upload.wikimedia.org/wikipedia/commons/4/42/OJ_L_145_of_2019_-_EL_Greek.pdf
2388492,Epinephelus rivulatus,74,,,,,,,,No Greek name,No Greek name
5201397,Platycephalus laevigatus,72,,,,,,,,No Greek name,No Greek name
8178301,Platycephalus grandispinis,71,,,,,,,,No Greek name,No Greek name
5712356,Anguilla australis,70,,,,,,,,Κοντόπτερο αυστραλιανό χέλι,translated from English
2433480,Arctocephalus australis,52,South American Fur Seal,,,,,Marine mammals,,Γουνοφόρα Φώκια Της Νέας Ζηλανδίας ,https://www.inaturalist.org/el/taxa/41752-Arctocephalus-forsteri
2406841,Meuschenia freycineti,52,,,,,,,,No Greek name,No Greek name
2418252,Furgaleus macki,50,,,,,,,,No Greek name,No Greek name
2415853,Gadus macrocephalus,50,Pacific Cod,,https://inaturalist-open-data.s3.amazonaws.com/photos/340745230/medium.jpg,https://www.inaturalist.org/observations/193926226,dpcmiller,Bony fish,,Μπακαλιάρος,FishBase
2391929,Sillago sihama,50,,,,,,,,Σίλαγγος,FishBase
2420848,Anoxypristis cuspidata,42,,,,,,,,Πριονόψαρο,http://www.alieia.minagric.gr/sites/default/files/announcementsFiles/2017%20%CE%9F%CE%94%CE%97%CE%93%CE%9F%CE%A3%20%CE%9A%CE%91%CE%A1%CE%A7%CE%91%CE%A1%CE%99%CE%A9%CE%9D%20%CE%9A%CE%91%CE%99%20%CE%A3%CE%95%CE%9B%CE%91%CE%A7%CE%99%CE%A9%CE%9D.pdf
2415893,Microgadus tomcod,42,Atlantic Tomcod,,https://inaturalist-open-data.s3.amazonaws.com/photos/350861616/medium.jpg,https://www.inaturalist.org/observations/199002989,Flore du quartier,Bony fish,LC,No Greek name,No Greek name
8236498,Petromyzon marinus,22,Sea Lamprey,,https://inaturalist-open-data.s3.amazonaws.com/photos/285915486/medium.jpeg,https://www.inaturalist.org/observations/165189560,Jill DeVito,Bony fish,LC,Πετρόμυζον,FishBase
2382906,Pomadasys commersonnii,20,Small-spotted Grunter,,https://inaturalist-open-data.s3.amazonaws.com/photos/173395767/medium.jpeg,https://www.inaturalist.org/observations/103583156,Craig Peter,Bony fish,LC,No Greek name,No Greek name
2407011,Nelusetta ayraud,19,,,,,,,,No Greek name,No Greek name
2449923,Hydrophis major,16,,,,,,,,No Greek name,No Greek name
5208684,Kuhlia rupestris,16,,,,,,,,No Greek name,No Greek name
5216248,Isurus oxyrinchus,14,,,,,,,,Ρυγχοκαρχαρίας,Wikidata
2409370,Parophrys vetulus,14,English Sole,,https://inaturalist-open-data.s3.amazonaws.com/photos/434065415/medium.jpeg,https://www.inaturalist.org/observations/243428500,André Giraldi,Bony fish,LC,No Greek name,No Greek name
2393577,Scarus ghobban,6,,,,,,,,Ξενικός σκάρος,https://fishguide.wwf.gr/species/scarus-ghobban/
5216288,Pristis zijsron,5,,,,,,,,Πριονόψαρο ,https://el.wikipedia.org/wiki/%CE%A0%CF%81%CE%B9%CE%BF%CE%BD%CF%8C%CF%88%CE%B1%CF%81%CE%BF
2450128,Aipysurus duboisii,4,,,,,,,,No Greek name,No Greek name
5215649,Hemipristis elongata,4,,,,,,,,No Greek name,No Greek name
5215903,Himantura leoparda,4,,,,,,,,No Greek name,No Greek name
5201384,Platycephalus speculator,3,,,,,,,,No Greek name,No Greek name
2373980,Thunnus thynnus,3,Atlantic Bluefin Tuna,,https://inaturalist-open-data.s3.amazonaws.com/photos/161933338/medium.jpeg,https://www.inaturalist.org/observations/97375616,Sylvain Le Bris,Bony fish,LC,Ερυθρός τόνος,Wikidata
2450131,Aipysurus laevis,2,,,,,,,,No Greek name,No Greek name
2417988,Carcharhinus amblyrhynchoides,2,,,,,,,,No Greek name,No Greek name
2417919,Negaprion brevirostris,2,Lemon Shark,,https://inaturalist-open-data.s3.amazonaws.com/photos/484171986/medium.jpg,https://www.inaturalist.org/observations/269293044,Frank Krasovec,Sharks & Rays,VU,Κίτρινος καρχαρίας,Wikidata
2417820,Pristiophorus nudipinnis,2,,,,,,,,No Greek name,No Greek name
2374268,Scomberomorus maculatus,2,Atlantic Spanish Mackerel,,https://inaturalist-open-data.s3.amazonaws.com/photos/414572804/medium.jpg,https://www.inaturalist.org/observations/233287345,Frank Krasovec,Bony fish,LC,Σκουμπρί Ισπανίας,https://upload.wikimedia.org/wikipedia/commons/4/42/OJ_L_145_of_2019_-_EL_Greek.pdf
7403268,Acanthopagrus morrisoni,1,,,,,,,,No Greek name,No Greek name
2390836,Caranx lugubris,1,,,,,,,,No Greek name,No Greek name
2439920,Didelphis marsupialis,1,Southern Opossum,,,,,Terrestrial mammals,,Κοινό Πόσουμ,https://www.inaturalist.org/el/taxa/42649-Didelphis-marsupialis
2393846,Hipposcarus longiceps,1,,,,,,,,No Greek name,No Greek name
2418938,Rhynchobatus palpebratus,1,,,,,,,,No Greek name,No Greek name
